dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,date,hour
2022-01-17 20:00:00,11.7,10.68,1025,67,5.78,0.0,0,10000,2.57,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-17,20
2022-01-17 21:00:00,11.06,10.02,1025,69,5.6,0.0,0,10000,3.09,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-17,21
2022-01-17 22:00:00,10.6,9.54,1025,70,5.36,0.0,0,10000,1.54,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-17,22
2022-01-17 23:00:00,10.02,8.98,1025,73,5.41,0.0,0,10000,2.06,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-17,23
2022-01-18 00:00:00,9.17,8.66,1025,75,4.98,0.0,0,10000,1.54,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,0
2022-01-18 01:00:00,8.86,7.42,1025,74,4.49,0.0,0,10000,2.57,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,1
2022-01-18 02:00:00,8.58,7.09,1025,73,4.02,0.0,0,10000,2.57,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,2
2022-01-18 03:00:00,8.01,8.01,1025,74,3.66,0.0,0,10000,1.03,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,3
2022-01-18 04:00:00,7.84,6.62,1024,74,3.5,0.0,0,10000,2.06,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,4
2022-01-18 05:00:00,7.22,5.11,1024,77,3.46,0.0,0,10000,3.09,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,5
2022-01-18 06:00:00,7.13,5.01,1024,75,3.0,0.0,0,10000,3.09,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,6
2022-01-18 07:00:00,6.75,4.23,1025,76,2.82,0.0,0,10000,3.6,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,7
2022-01-18 08:00:00,6.4,4.13,1025,75,2.3,0.0,0,10000,3.09,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-01-18,8
2022-01-18 09:00:00,7.44,5.07,1025,71,2.53,0.34,0,10000,3.6,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-01-18,9
2022-01-18 10:00:00,8.94,6.64,1025,66,2.94,0.85,0,10000,4.12,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-01-18,10
2022-01-18 11:00:00,10.14,8.93,1026,66,4.08,1.52,0,10000,3.6,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-01-18,11
2022-01-18 12:00:00,11.82,10.7,1026,63,5.01,1.99,0,10000,3.09,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-01-18,12
2022-01-18 13:00:00,13.11,12.04,1025,60,5.53,2.08,0,10000,2.06,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-01-18,13
2022-01-18 14:00:00,14.25,13.27,1024,59,6.36,1.7,0,10000,2.57,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",7.72,2022-01-18,14
2022-01-18 15:00:00,14.67,13.68,1024,57,6.25,1.06,0,10000,1.54,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-01-18,15
2022-01-18 16:00:00,15.19,14.25,1024,57,6.74,0.45,0,10000,2.06,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-01-18,16
2022-01-18 17:00:00,14.54,13.56,1028,58,6.38,0.0,0,10000,2.57,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,2022-01-18,17
2022-01-18 18:00:00,13.39,12.43,1024,63,6.5,0.0,0,10000,1.54,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,18
2022-01-18 19:00:00,11.99,11.02,1025,68,6.27,0.0,0,10000,2.06,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,19
2022-01-18 20:00:00,11.16,10.13,1025,69,5.69,0.0,0,10000,1.54,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,20
2022-01-18 21:00:00,10.66,9.58,1025,69,5.21,0.0,0,10000,2.57,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,21
2022-01-18 22:00:00,10.24,9.12,1025,69,4.81,0.0,0,10000,3.09,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,22
2022-01-18 23:00:00,9.74,8.84,1026,69,4.33,0.0,0,10000,2.06,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,2022-01-18,23
